,0,1,2,3,4,5
24531,১৪-১০-২০১৭,০৯:০০:০০,496,540,104,115
24532,১৪-১০-২০১৭,০৮:০০:০০,496,540,104,107
24533,১৪-১০-২০১৭,০৭:০০:০০,475,540,96,97
24534,১৪-১০-২০১৭,০৬:০০:০০,278,250,108,98
24535,১৪-১০-২০১৭,০৫:০০:০০,244,250,126,114
24536,১৪-১০-২০১৭,০৪:০০:০০,244,250,132,136
24537,১৪-১০-২০১৭,০৩:০০:০০,244,250,132,144
24538,১৪-১০-২০১৭,০২:০০:০০,244,250,138,151
24539,১৪-১০-২০১৭,০১:০০:০০,244,250,140,154
24540,১৩-১০-২০১৭,২৪:০০:০০,244,250,146,155
24541,১৩-১০-২০১৭,২৩:০০:০০,222,250,222,250
24542,১৩-১০-২০১৭,২২:০০:০০,244,250,150,157
24543,১৩-১০-২০১৭,২১:০০:০০,244,250,140,157
24544,১৩-১০-২০১৭,২০:০০:০০,246,250,142,157
24545,১৩-১০-২০১৭,১৯:৩০:০০,246,250,144,157
24546,১৩-১০-২০১৭,১৯:০০:০০,246,250,144,157
24547,১৩-১০-২০১৭,১৮:০০:০০,246,250,143,156
24548,১৩-১০-২০১৭,১৭:০০:০০,246,250,104,145
24549,১৩-১০-২০১৭,১৬:০০:০০,246,250,102,139
24550,১৩-১০-২০১৭,১৫:০০:০০,246,250,122,129
24551,১৩-১০-২০১৭,১৪:০০:০০,246,250,112,123
24552,১৩-১০-২০১৭,১৩:০০:০০,246,250,108,120
24553,১৩-১০-২০১৭,১২:০০:০০,246,250,96,118
24554,১৩-১০-২০১৭,১১:০০:০০,246,300,92,116
24555,১৩-১০-২০১৭,১০:০০:০০,246,300,90,112
24556,১৩-১০-২০১৭,০৯:০০:০০,246,300,90,107
24557,১৩-১০-২০১৭,০৮:০০:০০,246,300,88,100
24558,১৩-১০-২০১৭,০৭:০০:০০,246,540,94,100
24559,১৩-১০-২০১৭,০৬:০০:০০,0,0,106,97
24560,১৩-১০-২০১৭,০৫:০০:০০,0,0,124,98
24561,১৩-১০-২০১৭,০৪:০০:০০,0,0,136,114
24562,১৩-১০-২০১৭,০৩:০০:০০,0,0,140,136
24563,১৩-১০-২০১৭,০২:০০:০০,0,540,144,144
24564,১৩-১০-২০১৭,০১:০০:০০,501,540,146,151
24565,১২-১০-২০১৭,২৪:০০:০০,501,540,150,154
24566,১২-১০-২০১৭,২৩:০০:০০,501,540,152,158
24567,১২-১০-২০১৭,২২:০০:০০,501,540,154,160
24568,১২-১০-২০১৭,২১:০০:০০,501,540,150,160
24569,১২-১০-২০১৭,২০:০০:০০,501,540,173,160
24570,১২-১০-২০১৭,১৯:৩০:০০,501,540,152,159
24571,১২-১০-২০১৭,১৯:০০:০০,0,540,150,159
24572,১২-১০-২০১৭,১৮:০০:০০,0,540,146,149
24573,১২-১০-২০১৭,১৭:০০:০০,501,540,124,142
24574,১২-১০-২০১৭,১৬:০০:০০,501,540,126,132
24575,১২-১০-২০১৭,১৫:০০:০০,501,540,126,126
24576,১২-১০-২০১৭,১৪:০০:০০,501,540,124,123
24577,১২-১০-২০১৭,১৩:০০:০০,503,540,118,123
24578,১২-১০-২০১৭,১২:০০:০০,503,540,116,120
24579,১২-১০-২০১৭,১১:০০:০০,503,540,114,119
24580,১২-১০-২০১৭,১০:০০:০০,503,540,114,119
24581,১২-১০-২০১৭,০৯:০০:০০,503,540,106,115
24582,১২-১০-২০১৭,০৮:০০:০০,503,540,104,110
24583,১২-১০-২০১৭,০৭:০০:০০,503,540,100,102
24584,১২-১০-২০১৭,০৬:০০:০০,503,540,120,97
24585,১২-১০-২০১৭,০৫:০০:০০,503,540,130,98
24586,১২-১০-২০১৭,০৪:০০:০০,503,540,134,114
24587,১২-১০-২০১৭,০৩:০০:০০,503,540,134,136
24588,১২-১০-২০১৭,০২:০০:০০,503,540,142,144
24589,১২-১০-২০১৭,০১:০০:০০,503,540,142,151
24590,১১-১০-২০১৭,২৪:০০:০০,503,540,146,156
24591,১১-১০-২০১৭,২৩:০০:০০,501,540,148,157
24592,১১-১০-২০১৭,২২:০০:০০,499,540,154,160
24593,১১-১০-২০১৭,২১:০০:০০,499,540,154,160
24594,১১-১০-২০১৭,২০:০০:০০,499,540,152,160
24595,১১-১০-২০১৭,১৯:৩০:০০,499,540,152,160
24596,১১-১০-২০১৭,১৯:০০:০০,499,540,156,160
24597,১১-১০-২০১৭,১৮:০০:০০,499,540,152,158
24598,১১-১০-২০১৭,১৭:০০:০০,499,540,120,149
24599,১১-১০-২০১৭,১৬:০০:০০,499,540,120,142
24600,১১-১০-২০১৭,১৫:০০:০০,499,540,122,132
24601,১১-১০-২০১৭,১৪:০০:০০,499,540,122,126
24602,১১-১০-২০১৭,১৩:০০:০০,499,540,116,123
24603,১১-১০-২০১৭,১২:০০:০০,499,540,112,120
24604,১১-১০-২০১৭,১১:০০:০০,499,540,106,119
24605,১১-১০-২০১৭,১০:০০:০০,499,540,112,115
24606,১১-১০-২০১৭,০৯:০০:০০,499,540,102,110
24607,১১-১০-২০১৭,০৮:০০:০০,499,540,94,102
24608,১১-১০-২০১৭,০৭:০০:০০,499,540,94,97
24609,১১-১০-২০১৭,০৬:০০:০০,499,540,110,98
24610,১১-১০-২০১৭,০৫:০০:০০,499,540,126,114
24611,১১-১০-২০১৭,০৪:০০:০০,499,540,130,133
24612,১১-১০-২০১৭,০৩:০০:০০,499,540,132,140
24613,১১-১০-২০১৭,০২:০০:০০,499,540,134,151
24614,১১-১০-২০১৭,০১:০০:০০,498,540,136,156
24615,১০-১০-২০১৭,২৪:০০:০০,504,540,140,157
24616,১০-১০-২০১৭,২৩:০০:০০,504,540,146,160
24617,১০-১০-২০১৭,২২:০০:০০,504,540,146,160
24618,১০-১০-২০১৭,২১:০০:০০,504,540,150,160
24619,১০-১০-২০১৭,২০:০০:০০,504,540,152,160
24620,১০-১০-২০১৭,১৯:৩০:০০,504,540,154,160
24621,১০-১০-২০১৭,১৯:০০:০০,504,540,152,160
24622,১০-১০-২০১৭,১৮:০০:০০,504,540,170,158
24623,১০-১০-২০১৭,১৭:০০:০০,504,540,132,149
24624,১০-১০-২০১৭,১৬:০০:০০,504,540,138,142
24625,১০-১০-২০১৭,১৫:০০:০০,504,540,136,132
24626,১০-১০-২০১৭,১৪:০০:০০,504,540,130,126
24627,১০-১০-২০১৭,১৩:০০:০০,504,540,126,123
24628,১০-১০-২০১৭,১২:০০:০০,504,540,128,121
24629,১০-১০-২০১৭,১১:০০:০০,503,540,116,119
24630,১০-১০-২০১৭,১০:০০:০০,503,540,102,115
24631,১০-১০-২০১৭,০৯:০০:০০,503,540,110,110
24632,১০-১০-২০১৭,০৮:০০:০০,503,540,100,102
24633,১০-১০-২০১৭,০৭:০০:০০,503,540,94,102
24634,১০-১০-২০১৭,০৬:০০:০০,503,540,104,97
24635,১০-১০-২০১৭,০৫:০০:০০,503,540,112,98
24636,১০-১০-২০১৭,০৪:০০:০০,503,540,120,109
24637,১০-১০-২০১৭,০৩:০০:০০,503,540,122,133
24638,১০-১০-২০১৭,০২:০০:০০,503,540,128,140
24639,১০-১০-২০১৭,০১:০০:০০,503,540,138,151
24640,০৯-১০-২০১৭,২৪:০০:০০,499,540,140,155
24641,০৯-১০-২০১৭,২৩:০০:০০,499,540,150,158
24642,০৯-১০-২০১৭,২২:০০:০০,499,540,152,159
24643,০৯-১০-২০১৭,২১:০০:০০,499,540,154,160
24644,০৯-১০-২০১৭,২০:০০:০০,499,540,158,160
24645,০৯-১০-২০১৭,১৯:৩০:০০,499,540,151,160
24646,০৯-১০-২০১৭,১৯:০০:০০,499,540,160,160
24647,০৯-১০-২০১৭,১৮:০০:০০,499,540,160,158
24648,০৯-১০-২০১৭,১৭:০০:০০,499,540,110,142
24649,০৯-১০-২০১৭,১৬:০০:০০,499,540,116,134
24650,০৯-১০-২০১৭,১৫:০০:০০,499,540,118,127
24651,০৯-১০-২০১৭,১৪:০০:০০,499,540,116,126
24652,০৯-১০-২০১৭,১৩:০০:০০,499,540,114,117
24653,০৯-১০-২০১৭,১২:০০:০০,502,540,114,117
24654,০৯-১০-২০১৭,১১:০০:০০,502,540,104,114
24655,০৯-১০-২০১৭,১০:০০:০০,502,540,112,119
24656,০৯-১০-২০১৭,০৯:০০:০০,0,540,110,116
24657,০৯-১০-২০১৭,০৮:০০:০০,0,540,98,110
24658,০৯-১০-২০১৭,০৭:০০:০০,0,0,94,97
24659,০৯-১০-২০১৭,০৬:০০:০০,0,0,112,98
24660,০৯-১০-২০১৭,০৫:০০:০০,0,0,122,107
24661,০৯-১০-২০১৭,০৪:০০:০০,0,152,126,133
24662,০৯-১০-২০১৭,০৩:০০:০০,491,540,130,140
24663,০৯-১০-২০১৭,০২:০০:০০,490,540,136,146
24664,০৯-১০-২০১৭,০১:০০:০০,490,540,140,152
24665,০৮-১০-২০১৭,২৪:০০:০০,490,540,144,155
24666,০৮-১০-২০১৭,২৩:০০:০০,490,540,150,160
24667,০৮-১০-২০১৭,২২:০০:০০,490,540,152,160
24668,০৮-১০-২০১৭,২১:০০:০০,490,540,154,160
24669,০৮-১০-২০১৭,২০:০০:০০,490,540,154,160
24670,০৮-১০-২০১৭,১৯:৩০:০০,490,540,152,160
24671,০৮-১০-২০১৭,১৯:০০:০০,490,540,136,158
24672,০৮-১০-২০১৭,১৮:০০:০০,490,540,146,149
24673,০৮-১০-২০১৭,১৭:০০:০০,490,540,100,142
24674,০৮-১০-২০১৭,১৬:০০:০০,490,540,114,132
24675,০৮-১০-২০১৭,১৫:০০:০০,490,540,112,132
24676,০৮-১০-২০১৭,১৪:০০:০০,490,540,108,123
24677,০৮-১০-২০১৭,১৩:০০:০০,490,540,102,121
24678,০৮-১০-২০১৭,১২:০০:০০,490,540,112,120
24679,০৮-১০-২০১৭,১১:০০:০০,490,540,108,119
24680,০৮-১০-২০১৭,১০:০০:০০,490,540,116,116
24681,০৮-১০-২০১৭,০৯:০০:০০,490,540,110,110
24682,০৮-১০-২০১৭,০৮:০০:০০,492,540,104,101
24683,০৮-১০-২০১৭,০৭:০০:০০,492,540,104,101
24684,০৮-১০-২০১৭,০৬:০০:০০,500,540,122,97
24685,০৮-১০-২০১৭,০৫:০০:০০,503,540,130,98
24686,০৮-১০-২০১৭,০৪:০০:০০,492,540,136,107
24687,০৮-১০-২০১৭,০৩:০০:০০,503,540,140,133
24688,০৮-১০-২০১৭,০২:০০:০০,501,540,144,140
24689,০৮-১০-২০১৭,০১:০০:০০,501,540,146,146
24690,০৭-১০-২০১৭,২৪:০০:০০,492,540,148,154
24691,০৭-১০-২০১৭,২৩:০০:০০,492,540,154,155
24692,০৭-১০-২০১৭,২২:০০:০০,492,540,152,158
24693,০৭-১০-২০১৭,২১:০০:০০,492,540,154,160
24694,০৭-১০-২০১৭,২০:০০:০০,492,540,156,160
24695,০৭-১০-২০১৭,১৯:৩০:০০,492,540,162,160
24696,০৭-১০-২০১৭,১৯:০০:০০,492,540,160,160
24697,০৭-১০-২০১৭,১৮:০০:০০,492,540,156,158
24698,০৭-১০-২০১৭,১৭:০০:০০,492,540,120,142
24699,০৭-১০-২০১৭,১৬:০০:০০,492,540,130,134
24700,০৭-১০-২০১৭,১৫:০০:০০,492,540,138,127
24701,০৭-১০-২০১৭,১৪:০০:০০,492,540,124,126
24702,০৭-১০-২০১৭,১৩:০০:০০,492,540,122,121
24703,০৭-১০-২০১৭,১২:০০:০০,492,540,122,114
24704,০৭-১০-২০১৭,১১:০০:০০,492,540,122,113
24705,০৭-১০-২০১৭,১০:০০:০০,492,540,114,114
24706,০৭-১০-২০১৭,০৯:০০:০০,492,540,114,114
24707,০৭-১০-২০১৭,০৮:০০:০০,492,540,108,96
24708,০৭-১০-২০১৭,০৭:০০:০০,492,540,114,100
24709,০৭-১০-২০১৭,০৬:০০:০০,492,540,130,96
24710,০৭-১০-২০১৭,০৫:০০:০০,492,540,140,97
24711,০৭-১০-২০১৭,০৪:০০:০০,492,540,144,109
24712,০৭-১০-২০১৭,০৩:০০:০০,492,540,148,120
24713,০৭-১০-২০১৭,০২:০০:০০,492,540,150,134
24714,০৭-১০-২০১৭,০১:০০:০০,492,540,154,145
24715,০৬-১০-২০১৭,২৪:০০:০০,489,540,158,150
24716,০৬-১০-২০১৭,২৩:০০:০০,489,540,162,153
24717,০৬-১০-২০১৭,২২:০০:০০,491,540,162,158
24718,০৬-১০-২০১৭,২১:০০:০০,491,540,150,160
24719,০৬-১০-২০১৭,২০:০০:০০,491,540,150,160
24720,০৬-১০-২০১৭,১৯:৩০:০০,491,540,150,160
24721,০৬-১০-২০১৭,১৯:০০:০০,491,540,152,160
24722,০৬-১০-২০১৭,১৮:০০:০০,491,540,154,155
24723,০৬-১০-২০১৭,১৭:০০:০০,491,540,124,137
24724,০৬-১০-২০১৭,১৬:০০:০০,491,540,136,130
24725,০৬-১০-২০১৭,১৫:০০:০০,491,540,144,123
24726,০৬-১০-২০১৭,১৪:০০:০০,491,540,138,122
24727,০৬-১০-২০১৭,১৩:০০:০০,491,540,126,117
24728,০৬-১০-২০১৭,১২:০০:০০,491,540,98,113
24729,০৬-১০-২০১৭,১১:০০:০০,491,540,88,110
24730,০৬-১০-২০১৭,১০:০০:০০,491,540,98,109
24731,০৬-১০-২০১৭,০৯:০০:০০,491,540,98,110
24732,০৬-১০-২০১৭,০৮:০০:০০,491,540,92,103
24733,০৬-১০-২০১৭,০৭:০০:০০,491,540,118,88
24734,০৬-১০-২০১৭,০৬:০০:০০,490,540,134,97
24735,০৬-১০-২০১৭,০৫:০০:০০,490,540,148,97
24736,০৬-১০-২০১৭,০৪:০০:০০,485,540,156,109
24737,০৬-১০-২০১৭,০৩:০০:০০,484,540,160,120
24738,০৬-১০-২০১৭,০২:০০:০০,482,540,164,134
24739,০৬-১০-২০১৭,০১:০০:০০,483,540,164,142
24740,০৫-১০-২০১৭,২৪:০০:০০,483,540,166,150
24741,০৫-১০-২০১৭,২৩:০০:০০,483,540,166,152
24742,০৫-১০-২০১৭,২২:০০:০০,483,540,166,157
24743,০৫-১০-২০১৭,২১:০০:০০,483,540,166,160
24744,০৫-১০-২০১৭,২০:০০:০০,483,540,166,160
24745,০৫-১০-২০১৭,১৯:৩০:০০,483,540,166,160
24746,০৫-১০-২০১৭,১৯:০০:০০,483,540,166,160
24747,০৫-১০-২০১৭,১৮:০০:০০,483,540,166,160
24748,০৫-১০-২০১৭,১৭:০০:০০,483,540,136,149
24749,০৫-১০-২০১৭,১৬:০০:০০,483,540,142,143
24750,০৫-১০-২০১৭,১৫:০০:০০,483,540,146,130
24751,০৫-১০-২০১৭,১৪:০০:০০,483,540,142,124
24752,০৫-১০-২০১৭,১৩:০০:০০,483,540,138,120
24753,০৫-১০-২০১৭,১২:০০:০০,483,540,132,117
24754,০৫-১০-২০১৭,১১:০০:০০,483,540,132,116
24755,০৫-১০-২০১৭,১০:০০:০০,483,540,124,113
24756,০৫-১০-২০১৭,০৯:০০:০০,483,540,114,111
24757,০৫-১০-২০১৭,০৮:০০:০০,483,540,112,108
24758,০৫-১০-২০১৭,০৭:০০:০০,482,540,112,97
24759,০৫-১০-২০১৭,০৬:০০:০০,482,540,122,98
24760,০৫-১০-২০১৭,০৫:০০:০০,482,540,142,107
24761,০৫-১০-২০১৭,০৪:০০:০০,482,540,144,133
24762,০৫-১০-২০১৭,০৩:০০:০০,482,540,148,138
24763,০৫-১০-২০১৭,০২:০০:০০,489,540,154,141
24764,০৫-১০-২০১৭,০১:০০:০০,482,540,164,148
24765,০৪-১০-২০১৭,২৪:০০:০০,489,540,160,152
24766,০৪-১০-২০১৭,২৩:০০:০০,489,540,160,157
24767,০৪-১০-২০১৭,২২:০০:০০,489,540,158,158
24768,০৪-১০-২০১৭,২১:০০:০০,489,540,174,160
24769,০৪-১০-২০১৭,২০:০০:০০,490,540,170,160
24770,০৪-১০-২০১৭,১৯:৩০:০০,490,540,172,160
24771,০৪-১০-২০১৭,১৯:০০:০০,490,540,162,160
24772,০৪-১০-২০১৭,১৮:০০:০০,490,540,150,158
24773,০৪-১০-২০১৭,১৭:০০:০০,490,540,144,149
24774,০৪-১০-২০১৭,১৬:০০:০০,490,540,152,143
24775,০৪-১০-২০১৭,১৫:০০:০০,490,540,148,130
24776,০৪-১০-২০১৭,১৪:০০:০০,490,540,150,124
24777,০৪-১০-২০১৭,১৩:০০:০০,489,540,144,120
24778,০৪-১০-২০১৭,১২:০০:০০,489,540,138,117
24779,০৪-১০-২০১৭,১১:০০:০০,489,540,132,116
24780,০৪-১০-২০১৭,১০:০০:০০,489,540,130,113
24781,০৪-১০-২০১৭,০৯:০০:০০,489,540,130,111
24782,০৪-১০-২০১৭,০৮:০০:০০,489,540,124,108
24783,০৪-১০-২০১৭,০৬:০০:০০,489,540,136,97
24784,০৪-১০-২০১৭,০৭:০০:০০,489,540,120,101
24785,০৪-১০-২০১৭,০৫:০০:০০,489,540,148,98
24786,০৪-১০-২০১৭,০৪:০০:০০,489,540,154,107
24787,০৪-১০-২০১৭,০৩:০০:০০,489,540,154,133
24788,০৪-১০-২০১৭,০২:০০:০০,489,540,156,138
24789,০৪-১০-২০১৭,০১:০০:০০,489,540,156,141
24790,০৩-১০-২০১৭,২৪:০০:০০,490,540,162,148
24791,০৩-১০-২০১৭,২৩:০০:০০,490,540,146,152
24792,০৩-১০-২০১৭,২২:০০:০০,490,540,160,157
24793,০৩-১০-২০১৭,২১:০০:০০,489,540,162,160
24794,০৩-১০-২০১৭,২০:০০:০০,489,540,154,160
24795,০৩-১০-২০১৭,১৯:৩০:০০,489,540,168,160
24796,০৩-১০-২০১৭,১৯:০০:০০,489,540,168,158
24797,০৩-১০-২০১৭,১৮:০০:০০,489,540,166,147
24798,০৩-১০-২০১৭,১৭:০০:০০,489,540,142,138
24799,০৩-১০-২০১৭,১৬:০০:০০,489,540,142,130
24800,০৩-১০-২০১৭,১৫:০০:০০,489,540,142,124
24801,০৩-১০-২০১৭,১৪:০০:০০,489,540,140,120
24802,০৩-১০-২০১৭,১৩:০০:০০,485,540,132,120
24803,০৩-১০-২০১৭,১২:০০:০০,489,540,128,117
24804,০৩-১০-২০১৭,১১:০০:০০,489,540,130,116
24805,০৩-১০-২০১৭,১০:০০:০০,489,540,130,113
24806,০৩-১০-২০১৭,০৯:০০:০০,489,540,122,111
24807,০৩-১০-২০১৭,০৮:০০:০০,489,540,118,108
24808,০৩-১০-২০১৭,০৭:০০:০০,490,540,114,101
24809,০৩-১০-২০১৭,০৬:০০:০০,490,540,130,97
24810,০৩-১০-২০১৭,০৫:০০:০০,490,540,146,98
24811,০৩-১০-২০১৭,০৪:০০:০০,490,540,146,107
24812,০৩-১০-২০১৭,০৩:০০:০০,490,540,154,133
24813,০৩-১০-২০১৭,০২:০০:০০,490,540,154,138
24814,০৩-১০-২০১৭,০১:০০:০০,490,540,158,141
24815,০২-১০-২০১৭,২৪:০০:০০,490,540,162,148
24816,০২-১০-২০১৭,২৩:০০:০০,490,540,162,152
24817,০২-১০-২০১৭,২২:০০:০০,491,540,166,57
24818,০২-১০-২০১৭,২১:০০:০০,491,540,166,158
24819,০২-১০-২০১৭,২০:০০:০০,487,540,166,158
24820,০২-১০-২০১৭,১৯:৩০:০০,487,540,162,158
24821,০২-১০-২০১৭,১৯:০০:০০,487,540,165,158
24822,০২-১০-২০১৭,১৮:০০:০০,487,540,166,158
24823,০২-১০-২০১৭,১৭:০০:০০,487,540,138,147
24824,০২-১০-২০১৭,১৬:০০:০০,487,540,138,138
24825,০২-১০-২০১৭,১৫:০০:০০,487,540,138,130
24826,০২-১০-২০১৭,১৪:০০:০০,487,540,140,124
24827,০২-১০-২০১৭,১৩:০০:০০,491,540,132,120
24828,০২-১০-২০১৭,১২:০০:০০,491,540,132,117
24829,০২-১০-২০১৭,১১:০০:০০,490,540,122,116
24830,০২-১০-২০১৭,১০:০০:০০,490,540,120,113
24831,০২-১০-২০১৭,০৯:০০:০০,490,540,110,111
24832,০২-১০-২০১৭,০৮:০০:০০,451,500,110,108
24833,০২-১০-২০১৭,০৭:০০:০০,448,540,100,97
24834,০২-১০-২০১৭,০৬:০০:০০,448,540,106,98
24835,০২-১০-২০১৭,০৫:০০:০০,448,540,120,107
24836,০২-১০-২০১৭,০৪:০০:০০,448,540,120,133
24837,০২-১০-২০১৭,০৩:০০:০০,448,540,130,138
24838,০২-১০-২০১৭,০২:০০:০০,448,540,138,141
24839,০২-১০-২০১৭,০১:০০:০০,448,540,140,148
24840,০১-১০-২০১৭,২৪:০০:০০,450,540,144,150
24841,০১-১০-২০১৭,২৩:০০:০০,450,540,150,157
24842,০১-১০-২০১৭,২২:০০:০০,450,540,156,158
24843,০১-১০-২০১৭,২১:০০:০০,450,540,156,158
24844,০১-১০-২০১৭,২০:০০:০০,450,540,156,158
24845,০১-১০-২০১৭,১৯:৩০:০০,450,540,150,158
24846,০১-১০-২০১৭,১৯:০০:০০,450,540,140,158
24847,০১-১০-২০১৭,১৮:০০:০০,490,540,136,156
24848,০১-১০-২০১৭,১৭:০০:০০,490,540,86,145
24849,০১-১০-২০১৭,১৬:০০:০০,451,540,64,137
24850,০১-১০-২০১৭,১৫:০০:০০,451,540,108,130
24851,০১-১০-২০১৭,১৪:০০:০০,450,540,104,124
24852,০১-১০-২০১৭,১৩:০০:০০,448,540,112,120
24853,০১-১০-২০১৭,১২:০০:০০,487,540,108,117
24854,০১-১০-২০১৭,১১:০০:০০,487,540,104,116
24855,০১-১০-২০১৭,১০:০০:০০,487,540,100,113
24856,০১-১০-২০১৭,০৯:০০:০০,487,540,96,111
24857,০১-১০-২০১৭,০৮:০০:০০,487,540,86,108
24858,০১-১০-২০১৭,০৭:০০:০০,487,540,86,101
24859,০১-১০-২০১৭,০৬:০০:০০,487,540,100,97
24860,০১-১০-২০১৭,০৫:০০:০০,487,540,120,98
24861,০১-১০-২০১৭,০৪:০০:০০,487,540,120,107
24862,০১-১০-২০১৭,০৩:০০:০০,487,540,124,133
24863,০১-১০-২০১৭,০২:০০:০০,487,540,128,138
24864,০১-১০-২০১৭,০১:০০:০০,487,540,120,141
24865,৩০-০৯-২০১৭,২৪:০০:০০,489,540,126,148
24866,৩০-০৯-২০১৭,২৩:০০:০০,489,540,134,152
24867,৩০-০৯-২০১৭,২২:০০:০০,489,540,132,157
24868,৩০-০৯-২০১৭,২১:০০:০০,489,540,140,158
24869,৩০-০৯-২০১৭,২০:০০:০০,489,540,144,158
24870,৩০-০৯-২০১৭,১৯:৩০:০০,489,540,144,158
24871,৩০-০৯-২০১৭,১৯:০০:০০,489,540,140,158
24872,৩০-০৯-২০১৭,১৮:০০:০০,489,540,136,156
24873,৩০-০৯-২০১৭,১৭:০০:০০,489,540,80,145
24874,৩০-০৯-২০১৭,১৬:০০:০০,489,540,84,137
24875,৩০-০৯-২০১৭,১৫:০০:০০,489,540,104,130
24876,৩০-০৯-২০১৭,১৪:০০:০০,489,540,94,124
24877,৩০-০৯-২০১৭,১৩:০০:০০,489,540,94,120
24878,৩০-০৯-২০১৭,১২:০০:০০,489,540,92,117
24879,৩০-০৯-২০১৭,১১:০০:০০,489,540,86,116
24880,৩০-০৯-২০১৭,১০:০০:০০,489,540,84,113
24881,৩০-০৯-২০১৭,০৯:০০:০০,489,540,90,111
24882,৩০-০৯-২০১৭,০৮:০০:০০,489,540,92,108
24883,৩০-০৯-২০১৭,০৭:০০:০০,488,540,92,97
24884,৩০-০৯-২০১৭,০৬:০০:০০,488,540,92,97
24885,৩০-০৯-২০১৭,০৫:০০:০০,488,540,100,107
24886,৩০-০৯-২০১৭,০৪:০০:০০,488,540,100,133
24887,৩০-০৯-২০১৭,০৪:০০:০০,488,540,100,133
24888,৩০-০৯-২০১৭,০৩:০০:০০,488,540,102,138
24889,৩০-০৯-২০১৭,০২:০০:০০,488,540,106,141
24890,৩০-০৯-২০১৭,০১:০০:০০,488,540,106,148
24891,২৯-০৯-২০১৭,২৪:০০:০০,490,540,110,152
24892,২৯-০৯-২০১৭,২৩:০০:০০,490,540,110,157
24893,২৯-০৯-২০১৭,২২:০০:০০,490,540,104,111
24894,২৯-০৯-২০১৭,২১:০০:০০,489,540,120,158
24895,২৯-০৯-২০১৭,২০:০০:০০,489,540,120,158
24896,২৯-০৯-২০১৭,১৯:৩০:০০,489,540,116,157
24897,২৯-০৯-২০১৭,১৯:০০:০০,490,540,112,156
24898,২৯-০৯-২০১৭,১৮:০০:০০,490,540,126,145
24899,২৯-০৯-২০১৭,১৭:০০:০০,491,540,92,137
24900,২৯-০৯-২০১৭,১৬:০০:০০,491,540,96,130
24901,২৯-০৯-২০১৭,১৫:০০:০০,491,540,98,124
24902,২৯-০৯-২০১৭,১৪:০০:০০,491,540,94,120
24903,২৯-০৯-২০১৭,১৩:০০:০০,490,540,90,117
24904,২৯-০৯-২০১৭,১২:০০:০০,490,540,90,116
24905,২৯-০৯-২০১৭,১১:০০:০০,490,540,86,113
24906,২৯-০৯-২০১৭,১০:০০:০০,490,540,74,111
24907,২৯-০৯-২০১৭,০৯:০০:০০,490,540,68,111
24908,২৯-০৯-২০১৭,০৮:০০:০০,490,540,66,101
24909,২৯-০৯-২০১৭,০৭:০০:০০,490,540,60,101
24910,২৯-০৯-২০১৭,০৬:০০:০০,490,540,76,97
24911,২৯-০৯-২০১৭,০৫:০০:০০,490,540,80,98
24912,২৯-০৯-২০১৭,০৪:০০:০০,490,540,100,1107
24913,২৯-০৯-২০১৭,০৩:০০:০০,490,540,102,133
24914,২৯-০৯-২০১৭,০২:০০:০০,490,540,102,138
24915,২৯-০৯-২০১৭,০১:০০:০০,490,540,112,141
24916,২৮-০৯-২০১৭,২৪:০০:০০,485,540,114,148
24917,২৮-০৯-২০১৭,২৩:০০:০০,485,540,112,152
24918,২৮-০৯-২০১৭,২২:০০:০০,485,540,112,158
24919,২৮-০৯-২০১৭,২১:০০:০০,490,540,120,158
24920,২৮-০৯-২০১৭,২০:০০:০০,490,540,130,157
24921,২৮-০৯-২০১৭,১৯:৩০:০০,490,540,134,157
24922,২৮-০৯-২০১৭,১৯:০০:০০,490,540,134,157
24923,২৮-০৯-২০১৭,১৮:০০:০০,490,540,130,145
24924,২৮-০৯-২০১৭,১৭:০০:০০,490,540,108,145
24925,২৮-০৯-২০১৭,১৬:০০:০০,490,540,108,130
24926,২৮-০৯-২০১৭,১৫:০০:০০,1,490,540,116
24927,২৮-০৯-২০১৭,১৪:০০:০০,490,540,112,120
24928,২৮-০৯-২০১৭,১৩:০০:০০,489,540,104,117
24929,২৮-০৯-২০১৭,১২:০০:০০,489,540,102,116
24930,২৮-০৯-২০১৭,১১:০০:০০,489,540,102,113
24931,২৮-০৯-২০১৭,১০:০০:০০,489,540,98,111
24932,২৮-০৯-২০১৭,০৯:০০:০০,489,540,98,108
24933,২৮-০৯-২০১৭,০৮:০০:০০,489,540,86,101
24934,২৮-০৯-২০১৭,০৭:০০:০০,490,540,86,101
24935,২৮-০৯-২০১৭,০৬:০০:০০,490,540,104,97
24936,২৮-০৯-২০১৭,০৫:০০:০০,490,540,120,98
24937,২৮-০৯-২০১৭,০৪:০০:০০,490,540,120,107
24938,২৮-০৯-২০১৭,০৩:০০:০০,490,540,122,133
24939,২৮-০৯-২০১৭,০২:০০:০০,490,540,122,138
24940,২৮-০৯-২০১৭,০১:০০:০০,490,540,126,141
24941,২৭-০৯-২০১৭,২৪:০০:০০,489,540,128,148
24942,২৭-০৯-২০১৭,২৩:০০:০০,490,540,130,152
24943,২৭-০৯-২০১৭,২২:০০:০০,490,540,134,158
24944,২৭-০৯-২০১৭,২১:০০:০০,490,540,138,159
24945,২৭-০৯-২০১৭,২০:০০:০০,490,540,138,159
24946,২৭-০৯-২০১৭,১৯:৩০:০০,490,540,140,160
